ticker,industry,run_time
ESO,construction__materials,2024-06-19 01:07:47
HAS,construction__materials,2024-06-19 01:07:47
GTH,construction__materials,2024-06-19 01:07:47
HCC,construction__materials,2024-06-19 01:07:47
HLE,construction__materials,2024-06-19 01:07:47
FVN,construction__materials,2024-06-19 01:07:47
HMR,construction__materials,2024-06-19 01:07:47
STP,industrial_goods__services,2024-06-19 01:07:47
L44,industrial_goods__services,2024-06-19 01:07:47
LLM,industrial_goods__services,2024-06-19 01:07:47
MDD,industrial_goods__services,2024-06-19 01:07:47
MDA,industrial_goods__services,2024-06-19 01:07:47
MND,industrial_goods__services,2024-06-19 01:07:47
MPY,industrial_goods__services,2024-06-19 01:07:47
MQB,industrial_goods__services,2024-06-19 01:07:47
VMT,industrial_goods__services,2024-06-19 01:07:47
TMS,industrial_goods__services,2024-06-19 01:07:47
BTU,industrial_goods__services,2024-06-19 01:07:47
USD,industrial_goods__services,2024-06-19 01:07:47
HNB,industrial_goods__services,2024-06-19 01:07:47
TNP,industrial_goods__services,2024-06-19 01:07:47
TV4,industrial_goods__services,2024-06-19 01:07:47
VTB,industrial_goods__services,2024-06-19 01:07:47
TVU,industrial_goods__services,2024-06-19 01:07:47
ALP,industrial_goods__services,2024-06-19 01:07:47
BBS,industrial_goods__services,2024-06-19 01:07:47
APH,industrial_goods__services,2024-06-19 01:07:47
CTT,industrial_goods__services,2024-06-19 01:07:47
SFN,industrial_goods__services,2024-06-19 01:07:47
MCD,industrial_goods__services,2024-06-19 01:07:47
SGS,industrial_goods__services,2024-06-19 01:07:47
TBD,industrial_goods__services,2024-06-19 01:07:47
NOS,industrial_goods__services,2024-06-19 01:07:47
VEA,industrial_goods__services,2024-06-19 01:07:47
VLG,industrial_goods__services,2024-06-19 01:07:47
QSP,industrial_goods__services,2024-06-19 01:07:47
NUE,industrial_goods__services,2024-06-19 01:07:47
TUG,industrial_goods__services,2024-06-19 01:07:47
HSA,industrial_goods__services,2024-06-19 01:07:47
DAP,industrial_goods__services,2024-06-19 01:07:47
DOP,industrial_goods__services,2024-06-19 01:07:47
GEX,industrial_goods__services,2024-06-19 01:07:47
DDH,industrial_goods__services,2024-06-19 01:07:47
BXT,industrial_goods__services,2024-06-19 01:07:47
LPT,industrial_goods__services,2024-06-19 01:07:47
HTH,industrial_goods__services,2024-06-19 01:07:47
CVP,industrial_goods__services,2024-06-19 01:07:47
L62,industrial_goods__services,2024-06-19 01:07:47
AMS,industrial_goods__services,2024-06-19 01:07:47
NCT,industrial_goods__services,2024-06-19 01:07:47
NAU,industrial_goods__services,2024-06-19 01:07:47
KIP,industrial_goods__services,2024-06-19 01:07:47
VMS,industrial_goods__services,2024-06-19 01:07:47
MHP,industrial_goods__services,2024-06-19 01:07:47
SVL,industrial_goods__services,2024-06-19 01:07:47
RTS,industrial_goods__services,2024-06-19 01:07:47
SGN,industrial_goods__services,2024-06-19 01:07:47
CAV,industrial_goods__services,2024-06-19 01:07:47
CDH,industrial_goods__services,2024-06-19 01:07:47
CKH,industrial_goods__services,2024-06-19 01:07:47
BTH,industrial_goods__services,2024-06-19 01:07:47
TKA,industrial_goods__services,2024-06-19 01:07:47
PPS,industrial_goods__services,2024-06-19 01:07:47
TDP,industrial_goods__services,2024-06-19 01:07:47
PSC,industrial_goods__services,2024-06-19 01:07:47
TBH,industrial_goods__services,2024-06-19 01:07:47
SDG,industrial_goods__services,2024-06-19 01:07:47
PCT,industrial_goods__services,2024-06-19 01:07:47
VNC,industrial_goods__services,2024-06-19 01:07:47
TGP,industrial_goods__services,2024-06-19 01:07:47
MQN,industrial_goods__services,2024-06-19 01:07:47
PQN,industrial_goods__services,2024-06-19 01:07:47
HTV,industrial_goods__services,2024-06-19 01:07:47
CCP,industrial_goods__services,2024-06-19 01:07:47
ILS,industrial_goods__services,2024-06-19 01:07:47
IPA,industrial_goods__services,2024-06-19 01:07:47
MTV,industrial_goods__services,2024-06-19 01:07:47
DSV,industrial_goods__services,2024-06-19 01:07:47
HEP,industrial_goods__services,2024-06-19 01:07:47
CFM,industrial_goods__services,2024-06-19 01:07:47
CAR,industrial_goods__services,2024-06-19 01:07:47
STG,industrial_goods__services,2024-06-19 01:07:47
STS,industrial_goods__services,2024-06-19 01:07:47
PHP,industrial_goods__services,2024-06-19 01:07:47
L43,industrial_goods__services,2024-06-19 01:07:47
L61,industrial_goods__services,2024-06-19 01:07:47
L63,industrial_goods__services,2024-06-19 01:07:47
MHC,industrial_goods__services,2024-06-19 01:07:47
MTH,industrial_goods__services,2024-06-19 01:07:47
WCS,industrial_goods__services,2024-06-19 01:07:47
UEM,industrial_goods__services,2024-06-19 01:07:47
VIP,industrial_goods__services,2024-06-19 01:07:47
VBC,industrial_goods__services,2024-06-19 01:07:47
TOT,industrial_goods__services,2024-06-19 01:07:47
THI,industrial_goods__services,2024-06-19 01:07:47
RTH,industrial_goods__services,2024-06-19 01:07:47
VSM,industrial_goods__services,2024-06-19 01:07:47
CCR,industrial_goods__services,2024-06-19 01:07:47
ACV,industrial_goods__services,2024-06-19 01:07:47
AGE,industrial_goods__services,2024-06-19 01:07:47
CE1,industrial_goods__services,2024-06-19 01:07:47
CLL,industrial_goods__services,2024-06-19 01:07:47
BTG,industrial_goods__services,2024-06-19 01:07:47
SAL,industrial_goods__services,2024-06-19 01:07:47
TB8,industrial_goods__services,2024-06-19 01:07:47
PSP,industrial_goods__services,2024-06-19 01:07:47
SCY,industrial_goods__services,2024-06-19 01:07:47
PTT,industrial_goods__services,2024-06-19 01:07:47
TPP,industrial_goods__services,2024-06-19 01:07:47
PDN,industrial_goods__services,2024-06-19 01:07:47
VCT,industrial_goods__services,2024-06-19 01:07:47
VES,industrial_goods__services,2024-06-19 01:07:47
SRF,industrial_goods__services,2024-06-19 01:07:47
VPA,industrial_goods__services,2024-06-19 01:07:47
HTR,industrial_goods__services,2024-06-19 01:07:47
HTU,industrial_goods__services,2024-06-19 01:07:47
THR,industrial_goods__services,2024-06-19 01:07:47
ITS,industrial_goods__services,2024-06-19 01:07:47
DT4,industrial_goods__services,2024-06-19 01:07:47
PYU,industrial_goods__services,2024-06-19 01:07:47
DUS,industrial_goods__services,2024-06-19 01:07:47
DPC,industrial_goods__services,2024-06-19 01:07:47
TTU,industrial_goods__services,2024-06-19 01:07:47
CVC,industrial_goods__services,2024-06-19 01:07:47
EMS,industrial_goods__services,2024-06-19 01:07:47
ESL,industrial_goods__services,2024-06-19 01:07:47
GEE,industrial_goods__services,2024-06-19 01:07:47
HMH,industrial_goods__services,2024-06-19 01:07:47
HEM,industrial_goods__services,2024-06-19 01:07:47
SBG,industrial_goods__services,2024-06-19 01:07:47
MAC,industrial_goods__services,2024-06-19 01:07:47
MLC,industrial_goods__services,2024-06-19 01:07:47
NBR,industrial_goods__services,2024-06-19 01:07:47
NEM,industrial_goods__services,2024-06-19 01:07:47
TJC,industrial_goods__services,2024-06-19 01:07:47
VTX,industrial_goods__services,2024-06-19 01:07:47
BTR,industrial_goods__services,2024-06-19 01:07:47
VGR,industrial_goods__services,2024-06-19 01:07:47
VNA,industrial_goods__services,2024-06-19 01:07:47
TV1,industrial_goods__services,2024-06-19 01:07:47
PAC,industrial_goods__services,2024-06-19 01:07:47
PLO,industrial_goods__services,2024-06-19 01:07:47
PMP,industrial_goods__services,2024-06-19 01:07:47
PMS,industrial_goods__services,2024-06-19 01:07:47
CMP,industrial_goods__services,2024-06-19 01:07:47
UDL,industrial_goods__services,2024-06-19 01:07:47
TAP,industrial_goods__services,2024-06-19 01:07:47
PPE,industrial_goods__services,2024-06-19 01:07:47
PRC,industrial_goods__services,2024-06-19 01:07:47
SDC,industrial_goods__services,2024-06-19 01:07:47
PDV,industrial_goods__services,2024-06-19 01:07:47
PVP,industrial_goods__services,2024-06-19 01:07:47
VNF,industrial_goods__services,2024-06-19 01:07:47
SPP,industrial_goods__services,2024-06-19 01:07:47
TRS,industrial_goods__services,2024-06-19 01:07:47
VEE,industrial_goods__services,2024-06-19 01:07:47
VNT,industrial_goods__services,2024-06-19 01:07:47
NTR,industrial_goods__services,2024-06-19 01:07:47
ILC,industrial_goods__services,2024-06-19 01:07:47
LM7,industrial_goods__services,2024-06-19 01:07:47
LO5,industrial_goods__services,2024-06-19 01:07:47
HTK,industrial_goods__services,2024-06-19 01:07:47
DL1,industrial_goods__services,2024-06-19 01:07:47
QLT,industrial_goods__services,2024-06-19 01:07:47
EMC,industrial_goods__services,2024-06-19 01:07:47
EME,industrial_goods__services,2024-06-19 01:07:47
EMG,industrial_goods__services,2024-06-19 01:07:47
PHN,industrial_goods__services,2024-06-19 01:07:47
HKP,industrial_goods__services,2024-06-19 01:07:47
LQN,industrial_goods__services,2024-06-19 01:07:47
NAP,industrial_goods__services,2024-06-19 01:07:47
VTO,industrial_goods__services,2024-06-19 01:07:47
UCT,industrial_goods__services,2024-06-19 01:07:47
WTC,industrial_goods__services,2024-06-19 01:07:47
VBH,industrial_goods__services,2024-06-19 01:07:47
VSG,industrial_goods__services,2024-06-19 01:07:47
VSP,industrial_goods__services,2024-06-19 01:07:47
TV2,industrial_goods__services,2024-06-19 01:07:47
VST,industrial_goods__services,2024-06-19 01:07:47
TVM,industrial_goods__services,2024-06-19 01:07:47
VTH,industrial_goods__services,2024-06-19 01:07:47
SZE,industrial_goods__services,2024-06-19 01:07:47
SDV,industrial_goods__services,2024-06-19 01:07:47
CCT,industrial_goods__services,2024-06-19 01:07:47
CAG,industrial_goods__services,2024-06-19 01:07:47
BAL,industrial_goods__services,2024-06-19 01:07:47
BBL,industrial_goods__services,2024-06-19 01:07:47
AME,industrial_goods__services,2024-06-19 01:07:47
ARM,industrial_goods__services,2024-06-19 01:07:47
ASG,industrial_goods__services,2024-06-19 01:07:47
CJC,industrial_goods__services,2024-06-19 01:07:47
CKD,industrial_goods__services,2024-06-19 01:07:47
BRS,industrial_goods__services,2024-06-19 01:07:47
SFI,industrial_goods__services,2024-06-19 01:07:47
PNP,industrial_goods__services,2024-06-19 01:07:47
SAC,industrial_goods__services,2024-06-19 01:07:47
SCO,industrial_goods__services,2024-06-19 01:07:47
TCW,industrial_goods__services,2024-06-19 01:07:47
PTX,industrial_goods__services,2024-06-19 01:07:47
QHD,industrial_goods__services,2024-06-19 01:07:47
VFR,industrial_goods__services,2024-06-19 01:07:47
VGP,industrial_goods__services,2024-06-19 01:07:47
VOS,industrial_goods__services,2024-06-19 01:07:47
IME,industrial_goods__services,2024-06-19 01:07:47
ISG,industrial_goods__services,2024-06-19 01:07:47
MHY,industrial_goods__services,2024-06-19 01:07:47
CIA,industrial_goods__services,2024-06-19 01:07:47
DHP,industrial_goods__services,2024-06-19 01:07:47
DVP,industrial_goods__services,2024-06-19 01:07:47
FSO,industrial_goods__services,2024-06-19 01:07:47
GSP,industrial_goods__services,2024-06-19 01:07:47
HAH,industrial_goods__services,2024-06-19 01:07:47
HLS,industrial_goods__services,2024-06-19 01:07:47
HLO,industrial_goods__services,2024-06-19 01:07:47
STU,industrial_goods__services,2024-06-19 01:07:47
KTU,industrial_goods__services,2024-06-19 01:07:47
RAT,industrial_goods__services,2024-06-19 01:07:47
LMI,industrial_goods__services,2024-06-19 01:07:47
MCP,industrial_goods__services,2024-06-19 01:07:47
MIE,industrial_goods__services,2024-06-19 01:07:47
VIN,industrial_goods__services,2024-06-19 01:07:47
GMA,industrial_goods__services,2024-06-19 01:07:47
TTP,industrial_goods__services,2024-06-19 01:07:47
TTV,industrial_goods__services,2024-06-19 01:07:47
TYA,industrial_goods__services,2024-06-19 01:07:47
SVG,industrial_goods__services,2024-06-19 01:07:47
REC,industrial_goods__services,2024-06-19 01:07:47
REE,industrial_goods__services,2024-06-19 01:07:47
SVI,industrial_goods__services,2024-06-19 01:07:47
PJT,industrial_goods__services,2024-06-19 01:07:47
PKR,industrial_goods__services,2024-06-19 01:07:47
BMD,industrial_goods__services,2024-06-19 01:07:47
CKA,industrial_goods__services,2024-06-19 01:07:47
APL,industrial_goods__services,2024-06-19 01:07:47
CNH,industrial_goods__services,2024-06-19 01:07:47
CCS,industrial_goods__services,2024-06-19 01:07:47
MBN,industrial_goods__services,2024-06-19 01:07:47
CER,industrial_goods__services,2024-06-19 01:07:47
BPC,industrial_goods__services,2024-06-19 01:07:47
PSN,industrial_goods__services,2024-06-19 01:07:47
PAP,industrial_goods__services,2024-06-19 01:07:47
SON,industrial_goods__services,2024-06-19 01:07:47
TR1,industrial_goods__services,2024-06-19 01:07:47
PVT,industrial_goods__services,2024-06-19 01:07:47
VSA,industrial_goods__services,2024-06-19 01:07:47
VPK,industrial_goods__services,2024-06-19 01:07:47
CPI,industrial_goods__services,2024-06-19 01:07:47
SGP,industrial_goods__services,2024-06-19 01:07:47
DAS,industrial_goods__services,2024-06-19 01:07:47
BBH,industrial_goods__services,2024-06-19 01:07:47
MVY,industrial_goods__services,2024-06-19 01:07:47
CDN,industrial_goods__services,2024-06-19 01:07:47
DNR,industrial_goods__services,2024-06-19 01:07:47
HLR,industrial_goods__services,2024-06-19 01:07:47
HDO,industrial_goods__services,2024-06-19 01:07:47
TKD,industrial_goods__services,2024-06-19 01:07:47
UTT,industrial_goods__services,2024-06-19 01:07:47
L10,industrial_goods__services,2024-06-19 01:07:47
VLP,industrial_goods__services,2024-06-19 01:07:47
MTS,industrial_goods__services,2024-06-19 01:07:47
YRC,industrial_goods__services,2024-06-19 01:07:47
VSE,industrial_goods__services,2024-06-19 01:07:47
TSV,industrial_goods__services,2024-06-19 01:07:47
SLC,industrial_goods__services,2024-06-19 01:07:47
DS3,industrial_goods__services,2024-06-19 01:07:47
SWC,industrial_goods__services,2024-06-19 01:07:47
DTB,industrial_goods__services,2024-06-19 01:07:47
BLU,industrial_goods__services,2024-06-19 01:07:47
CMK,industrial_goods__services,2024-06-19 01:07:47
SHC,industrial_goods__services,2024-06-19 01:07:47
TCL,industrial_goods__services,2024-06-19 01:07:47
SDA,industrial_goods__services,2024-06-19 01:07:47
PBT,industrial_goods__services,2024-06-19 01:07:47
PVM,industrial_goods__services,2024-06-19 01:07:47
PBP,industrial_goods__services,2024-06-19 01:07:47
NHP,industrial_goods__services,2024-06-19 01:07:47
MVN,industrial_goods__services,2024-06-19 01:07:47
TSG,industrial_goods__services,2024-06-19 01:07:47
SSG,industrial_goods__services,2024-06-19 01:07:47
SSU,industrial_goods__services,2024-06-19 01:07:47
QNU,industrial_goods__services,2024-06-19 01:07:47
HPB,industrial_goods__services,2024-06-19 01:07:47
INN,industrial_goods__services,2024-06-19 01:07:47
GIC,industrial_goods__services,2024-06-19 01:07:47
ILB,industrial_goods__services,2024-06-19 01:07:47
HGR,industrial_goods__services,2024-06-19 01:07:47
DDM,industrial_goods__services,2024-06-19 01:07:47
DXP,industrial_goods__services,2024-06-19 01:07:47
FT1,industrial_goods__services,2024-06-19 01:07:47
HBD,industrial_goods__services,2024-06-19 01:07:47
HCT,industrial_goods__services,2024-06-19 01:07:47
DKH,industrial_goods__services,2024-06-19 01:07:47
TAB,industrial_goods__services,2024-06-19 01:07:47
L35,industrial_goods__services,2024-06-19 01:07:47
NAS,industrial_goods__services,2024-06-19 01:07:47
MTL,industrial_goods__services,2024-06-19 01:07:47
NAG,industrial_goods__services,2024-06-19 01:07:47
VTP,industrial_goods__services,2024-06-19 01:07:47
BXH,industrial_goods__services,2024-06-19 01:07:47
VSC,industrial_goods__services,2024-06-19 01:07:47
VT8,industrial_goods__services,2024-06-19 01:07:47
THU,industrial_goods__services,2024-06-19 01:07:47
VTK,industrial_goods__services,2024-06-19 01:07:47
TIE,industrial_goods__services,2024-06-19 01:07:47
MDT,industrial_goods__services,2024-06-19 01:07:47
ABR,industrial_goods__services,2024-06-19 01:07:47
CAM,industrial_goods__services,2024-06-19 01:07:47
SPA,industrial_goods__services,2024-06-19 01:07:47
TCO,industrial_goods__services,2024-06-19 01:07:47
PTS,industrial_goods__services,2024-06-19 01:07:47
SDK,industrial_goods__services,2024-06-19 01:07:47
VCM,industrial_goods__services,2024-06-19 01:07:47
PEC,industrial_goods__services,2024-06-19 01:07:47
VFC,industrial_goods__services,2024-06-19 01:07:47
VNL,industrial_goods__services,2024-06-19 01:07:47
QBR,industrial_goods__services,2024-06-19 01:07:47
TSB,industrial_goods__services,2024-06-19 01:07:47
VHG,industrial_goods__services,2024-06-19 01:07:47
MTB,industrial_goods__services,2024-06-19 01:07:47
VQC,industrial_goods__services,2024-06-19 01:07:47
HHN,industrial_goods__services,2024-06-19 01:07:47
HHR,industrial_goods__services,2024-06-19 01:07:47
IMI,industrial_goods__services,2024-06-19 01:07:47
IST,industrial_goods__services,2024-06-19 01:07:47
HAW,industrial_goods__services,2024-06-19 01:07:47
CTB,industrial_goods__services,2024-06-19 01:07:47
DNE,industrial_goods__services,2024-06-19 01:07:47
CKM,industrial_goods__services,2024-06-19 01:07:47
DNL,industrial_goods__services,2024-06-19 01:07:47
DZM,industrial_goods__services,2024-06-19 01:07:47
GMD,industrial_goods__services,2024-06-19 01:07:47
FBC,industrial_goods__services,2024-06-19 01:07:47
RHN,industrial_goods__services,2024-06-19 01:07:47
HCS,industrial_goods__services,2024-06-19 01:07:47
HEC,industrial_goods__services,2024-06-19 01:07:47
NO1,industrial_goods__services,2024-06-19 01:07:47
TMT,automobiles__parts,2024-06-19 01:07:47
VMA,automobiles__parts,2024-06-19 01:07:47
CTF,automobiles__parts,2024-06-19 01:07:47
HTL,automobiles__parts,2024-06-19 01:07:47
CSM,automobiles__parts,2024-06-19 01:07:47
FTI,automobiles__parts,2024-06-19 01:07:47
SVC,automobiles__parts,2024-06-19 01:07:47
CMC,automobiles__parts,2024-06-19 01:07:47
VVS,automobiles__parts,2024-06-19 01:07:47
DRC,automobiles__parts,2024-06-19 01:07:47
HHS,automobiles__parts,2024-06-19 01:07:47
VKC,automobiles__parts,2024-06-19 01:07:47
HAX,automobiles__parts,2024-06-19 01:07:47
GGG,automobiles__parts,2024-06-19 01:07:47
SRC,automobiles__parts,2024-06-19 01:07:47
KTS,food__beverage,2024-06-19 01:07:47
MML,food__beverage,2024-06-19 01:07:47
NGC,food__beverage,2024-06-19 01:07:47
VLF,food__beverage,2024-06-19 01:07:47
VCF,food__beverage,2024-06-19 01:07:47
BSQ,food__beverage,2024-06-19 01:07:47
BHN,food__beverage,2024-06-19 01:07:47
BHP,food__beverage,2024-06-19 01:07:47
ASM,food__beverage,2024-06-19 01:07:47
ATA,food__beverage,2024-06-19 01:07:47
CAT,food__beverage,2024-06-19 01:07:47
SBB,food__beverage,2024-06-19 01:07:47
SBL,food__beverage,2024-06-19 01:07:47
SKN,food__beverage,2024-06-19 01:07:47
THP,food__beverage,2024-06-19 01:07:47
VDL,food__beverage,2024-06-19 01:07:47
SSC,food__beverage,2024-06-19 01:07:47
HNF,food__beverage,2024-06-19 01:07:47
HVG,food__beverage,2024-06-19 01:07:47
CTP,food__beverage,2024-06-19 01:07:47
NSS,food__beverage,2024-06-19 01:07:47
HNR,food__beverage,2024-06-19 01:07:47
HKB,food__beverage,2024-06-19 01:07:47
LAF,food__beverage,2024-06-19 01:07:47
MSN,food__beverage,2024-06-19 01:07:47
BRV,food__beverage,2024-06-19 01:07:47
STN,food__beverage,2024-06-19 01:07:47
BSH,food__beverage,2024-06-19 01:07:47
CPA,food__beverage,2024-06-19 01:07:47
CFV,food__beverage,2024-06-19 01:07:47
BLF,food__beverage,2024-06-19 01:07:47
ATP,food__beverage,2024-06-19 01:07:47
CLX,food__beverage,2024-06-19 01:07:47
CMN,food__beverage,2024-06-19 01:07:47
SKH,food__beverage,2024-06-19 01:07:47
BSL,food__beverage,2024-06-19 01:07:47
STD,food__beverage,2024-06-19 01:07:47
DAT,food__beverage,2024-06-19 01:07:47
TAR,food__beverage,2024-06-19 01:07:47
NSC,food__beverage,2024-06-19 01:07:47
VHF,food__beverage,2024-06-19 01:07:47
BTB,food__beverage,2024-06-19 01:07:47
ILA,food__beverage,2024-06-19 01:07:47
IFS,food__beverage,2024-06-19 01:07:47
DFS,food__beverage,2024-06-19 01:07:47
DMN,food__beverage,2024-06-19 01:07:47
FMC,food__beverage,2024-06-19 01:07:47
HLG,food__beverage,2024-06-19 01:07:47
HNM,food__beverage,2024-06-19 01:07:47
IDP,food__beverage,2024-06-19 01:07:47
MLS,food__beverage,2024-06-19 01:07:47
NCS,food__beverage,2024-06-19 01:07:47
FCC,food__beverage,2024-06-19 01:07:47
VTL,food__beverage,2024-06-19 01:07:47
OCH,food__beverage,2024-06-19 01:07:47
CMF,food__beverage,2024-06-19 01:07:47
AUM,food__beverage,2024-06-19 01:07:47
SST,food__beverage,2024-06-19 01:07:47
SNC,food__beverage,2024-06-19 01:07:47
BCF,food__beverage,2024-06-19 01:07:47
BMV,food__beverage,2024-06-19 01:07:47
NNQ,food__beverage,2024-06-19 01:07:47
GQN,food__beverage,2024-06-19 01:07:47
KDF,food__beverage,2024-06-19 01:07:47
HAT,food__beverage,2024-06-19 01:07:47
HAG,food__beverage,2024-06-19 01:07:47
HLB,food__beverage,2024-06-19 01:07:47
BKH,food__beverage,2024-06-19 01:07:47
JOS,food__beverage,2024-06-19 01:07:47
UXC,food__beverage,2024-06-19 01:07:47
VSN,food__beverage,2024-06-19 01:07:47
SB1,food__beverage,2024-06-19 01:07:47
VLC,food__beverage,2024-06-19 01:07:47
S33,food__beverage,2024-06-19 01:07:47
SPV,food__beverage,2024-06-19 01:07:47
TAC,food__beverage,2024-06-19 01:07:47
CAD,food__beverage,2024-06-19 01:07:47
BHK,food__beverage,2024-06-19 01:07:47
BLT,food__beverage,2024-06-19 01:07:47
CBS,food__beverage,2024-06-19 01:07:47
AGF,food__beverage,2024-06-19 01:07:47
AGM,food__beverage,2024-06-19 01:07:47
AAM,food__beverage,2024-06-19 01:07:47
NCG,food__beverage,2024-06-19 01:07:47
BSP,food__beverage,2024-06-19 01:07:47
APT,food__beverage,2024-06-19 01:07:47
PRO,food__beverage,2024-06-19 01:07:47
PCF,food__beverage,2024-06-19 01:07:47
VEG,food__beverage,2024-06-19 01:07:47
TFC,food__beverage,2024-06-19 01:07:47
TS4,food__beverage,2024-06-19 01:07:47
IFC,food__beverage,2024-06-19 01:07:47
HDS,food__beverage,2024-06-19 01:07:47
HGA,food__beverage,2024-06-19 01:07:47
SCV,food__beverage,2024-06-19 01:07:47
CMM,food__beverage,2024-06-19 01:07:47
MCH,food__beverage,2024-06-19 01:07:47
AGC,food__beverage,2024-06-19 01:07:47
CAF,food__beverage,2024-06-19 01:07:47
BAF,food__beverage,2024-06-19 01:07:47
ANT,food__beverage,2024-06-19 01:07:47
ANV,food__beverage,2024-06-19 01:07:47
CMX,food__beverage,2024-06-19 01:07:47
CFC,food__beverage,2024-06-19 01:07:47
SKV,food__beverage,2024-06-19 01:07:47
SAB,food__beverage,2024-06-19 01:07:47
PSL,food__beverage,2024-06-19 01:07:47
SMB,food__beverage,2024-06-19 01:07:47
PAN,food__beverage,2024-06-19 01:07:47
SSN,food__beverage,2024-06-19 01:07:47
QNS,food__beverage,2024-06-19 01:07:47
IDI,food__beverage,2024-06-19 01:07:47
KHS,food__beverage,2024-06-19 01:07:47
HAV,food__beverage,2024-06-19 01:07:47
HNG,food__beverage,2024-06-19 01:07:47
LYF,food__beverage,2024-06-19 01:07:47
NDF,food__beverage,2024-06-19 01:07:47
MPC,food__beverage,2024-06-19 01:07:47
NAF,food__beverage,2024-06-19 01:07:47
WSB,food__beverage,2024-06-19 01:07:47
C22,food__beverage,2024-06-19 01:07:47
BHG,food__beverage,2024-06-19 01:07:47
BNA,food__beverage,2024-06-19 01:07:47
BBC,food__beverage,2024-06-19 01:07:47
SBT,food__beverage,2024-06-19 01:07:47
SLS,food__beverage,2024-06-19 01:07:47
VSF,food__beverage,2024-06-19 01:07:47
BQB,food__beverage,2024-06-19 01:07:47
VNM,food__beverage,2024-06-19 01:07:47
VHC,food__beverage,2024-06-19 01:07:47
HVA,food__beverage,2024-06-19 01:07:47
KTC,food__beverage,2024-06-19 01:07:47
KSE,food__beverage,2024-06-19 01:07:47
BSD,food__beverage,2024-06-19 01:07:47
FCS,food__beverage,2024-06-19 01:07:47
HAD,food__beverage,2024-06-19 01:07:47
HCO,food__beverage,2024-06-19 01:07:47
CNA,food__beverage,2024-06-19 01:07:47
LSS,food__beverage,2024-06-19 01:07:47
MCF,food__beverage,2024-06-19 01:07:47
VKD,food__beverage,2024-06-19 01:07:47
SEA,food__beverage,2024-06-19 01:07:47
CCA,food__beverage,2024-06-19 01:07:47
ACL,food__beverage,2024-06-19 01:07:47
BAS,food__beverage,2024-06-19 01:07:47
SGC,food__beverage,2024-06-19 01:07:47
TVO,food__beverage,2024-06-19 01:07:47
SJ1,food__beverage,2024-06-19 01:07:47
SPD,food__beverage,2024-06-19 01:07:47
QHW,food__beverage,2024-06-19 01:07:47
CQN,food__beverage,2024-06-19 01:07:47
VOC,food__beverage,2024-06-19 01:07:47
HSL,food__beverage,2024-06-19 01:07:47
THB,food__beverage,2024-06-19 01:07:47
ICF,food__beverage,2024-06-19 01:07:47
KAT,food__beverage,2024-06-19 01:07:47
DBC,food__beverage,2024-06-19 01:07:47
FDG,food__beverage,2024-06-19 01:07:47
GTN,food__beverage,2024-06-19 01:07:47
HKT,food__beverage,2024-06-19 01:07:47
GGS,food__beverage,2024-06-19 01:07:47
HAF,food__beverage,2024-06-19 01:07:47
HBH,food__beverage,2024-06-19 01:07:47
MCM,food__beverage,2024-06-19 01:07:47
TCJ,food__beverage,2024-06-19 01:07:47
VHI,food__beverage,2024-06-19 01:07:47
TAN,food__beverage,2024-06-19 01:07:47
SAF,food__beverage,2024-06-19 01:07:47
CAN,food__beverage,2024-06-19 01:07:47
ABT,food__beverage,2024-06-19 01:07:47
AVF,food__beverage,2024-06-19 01:07:47
CBC,food__beverage,2024-06-19 01:07:47
APF,food__beverage,2024-06-19 01:07:47
SGO,food__beverage,2024-06-19 01:07:47
SCD,food__beverage,2024-06-19 01:07:47
VNH,food__beverage,2024-06-19 01:07:47
SPH,food__beverage,2024-06-19 01:07:47
KDC,food__beverage,2024-06-19 01:07:47
DTF,food__beverage,2024-06-19 01:07:47
EPC,food__beverage,2024-06-19 01:07:47
FGL,food__beverage,2024-06-19 01:07:47
GTC,food__beverage,2024-06-19 01:07:47
BBM,food__beverage,2024-06-19 01:07:47
HHC,food__beverage,2024-06-19 01:07:47
GCF,food__beverage,2024-06-19 01:07:47
RAL,personal__household_goods,2024-06-19 01:07:47
NJC,personal__household_goods,2024-06-19 01:07:47
VDM,personal__household_goods,2024-06-19 01:07:47
GTK,personal__household_goods,2024-06-19 01:07:47
TNG,personal__household_goods,2024-06-19 01:07:47
MVT,personal__household_goods,2024-06-19 01:07:47
VTI,personal__household_goods,2024-06-19 01:07:47
BEL,personal__household_goods,2024-06-19 01:07:47
CLC,personal__household_goods,2024-06-19 01:07:47
M10,personal__household_goods,2024-06-19 01:07:47
GDT,personal__household_goods,2024-06-19 01:07:47
HCB,personal__household_goods,2024-06-19 01:07:47
TLG,personal__household_goods,2024-06-19 01:07:47
VNW,personal__household_goods,2024-06-19 01:07:47
X20,personal__household_goods,2024-06-19 01:07:47
BMG,personal__household_goods,2024-06-19 01:07:47
A32,personal__household_goods,2024-06-19 01:07:47
NHT,personal__household_goods,2024-06-19 01:07:47
XHC,personal__household_goods,2024-06-19 01:07:47
TTG,personal__household_goods,2024-06-19 01:07:47
HPU,personal__household_goods,2024-06-19 01:07:47
HKC,personal__household_goods,2024-06-19 01:07:47
DCS,personal__household_goods,2024-06-19 01:07:47
DM7,personal__household_goods,2024-06-19 01:07:47
DQC,personal__household_goods,2024-06-19 01:07:47
FTM,personal__household_goods,2024-06-19 01:07:47
SGI,personal__household_goods,2024-06-19 01:07:47
